id, Municipality Name, Event Name, Event Name_Kana, Event Name_English, Start Date, End Date, Start Time, End Time, Remarks, Event Details, Fee (Basic), Fee (Detailed), Contact Name, Contact Phone Number, Contact Extension Number, Organizer, Venue Name, Address, Directions, Latitude, Longitude, Access Method, Parking Information, Capacity, Application End Date, Application End Time, Application Method, URL, Category, District, Publication Date, Update Date
11,浜松市,もぐもぐ元気っこ教室,モグモグゲンキッコキョウシツ,,2203-01-05,,10:35,11:30,新型コロナ感染状況により、変更有,"【内容】離乳食完了に向けての食事の進め方や心と体の発育について

【対象】令和4年5、6月生まれの子どもの保護者",,,引佐健康センター,(053)542-0857,,,引佐健康センター,浜松市北区引佐町井伊谷616-5,,34.834554,137.670504,,,10人,,,"申込必要

【方法】ホームページ",https://www.hamamatsu-pippi.net/docs/2014022100172/,こそだて,北区,,
12,浜松市,浜松市動物園入園料改定のお知らせ,ハママツシドウブツエンニュウエンリョウカイテイノオシラセ,,2023-04-01,,9:00,,,"【内容】改定内容

入園料　大人410円⇒500円

年間パスポート830円⇒1500円

※回数利用券は廃止となります。

※中学生以下、高齢者(70歳以上)、障がい者は、今までどおり変更なく無料となります。",,,浜松市動物園,(053)487-1122,,,浜松市動物園,浜松市西区舘山寺町199,,34.765051,137.630592,,,,,,申込不要,,おしらせ,西区,,
13,浜松市,賀茂真淵記念館　令和4年度平常展(後期)　賀茂真淵とその門流　〜近世の歌文を中心として〜,,,2022-12-01,2023-05-21,9:30,17:00,"月曜日(ただし祝日・振替休日の場合は開館、翌火曜日休館)月曜日(ただし祝日・振替休日の場合は開館、翌火曜日休館)

展示替えによる臨時休館日:11月29日(火)30日(水) 

年末年始の休日:令和4年12月29日〜令和5年1月3日",【内容】国学者賀茂真淵の業績を和歌や和文を通して、本居宣長をはじめとする真淵門流が、どのように、継承発展させたかを、掛軸や、写本、版本で紹介します。「言葉の力」を信じた「日本の心」にふれる展覧会です。,,"大人300円　高校生150円　

小中学生、70歳以上の方、障がい者とその介添者(原則1名)は無料",賀茂真淵記念館,(053)456-8050,,賀茂真淵記念館,浜松市立賀茂真淵記念館,浜松市中区東伊場一丁目22-2,,34.700942,137.715897,バス:鴨江佐鳴台線(3番ポール)鴨江坂上下車南へ徒歩7〜8分。*道は、平坦です。志都呂宇布見線(5番ポール)商工会議所下車北へ徒歩5分。*急坂道です。車:雄踏街道、商工会議所西信号を北へ坂上がる。(国道257号線森田町信号を北進),第一駐車場10台、第二駐車場15台,,,,申込不要,http://www.mabuchi-kinenkan.jp,イベント,中区,2022-10-26,
14,浜松市,第20回「子どものこころの発達研究」講演会withルピロ,ダイニジュッカイコドモノココロノハッタツケンキュウコウエンカイウィズルピロ,,2023-04-01,,14:00,16:00,,"【内容】子どものこころの発達と自閉症や発達障害について正しく理解するための講演会です。

【対象】16歳以上

【講師】アクティブ、発達相談支援センター「ルピロ」、遠州ハンディキャップサポート

【出演・演目など】発達障害とライフプラン",0,,浜松医科大学子どものこころの発達研究センター,(053)435-2331,,浜松医科大学子どものこころの発達研究センター,浜松市地域情報センター,浜松市中区中央一丁目12-7,ホール,34.710264,137.73567,,なし,50人　先着順　会場50人、オンライン250人,2023-03-30,15:00,"申込必要

【締切】締切

【方法】FAX((053)435-2291)／E-mail(kodomo@hama-med.ac.jp)

定員になり次第受付を終了させていただきます。",https://rccmd.net/,おしらせ,中区,2022-11-15,
15,浜松市,いちご狩り,イチゴガリ,,2022-12-17,2023-05-28,9:30,15:30,,【内容】30分間食べ放題,,"12月17日(土)〜1月9日(月・祝)　大人(中学生以上)2,200円、子ども(小学生)　1,800円、 幼児(3歳以上)　1,400円　※別途入園料が必要",フルーツパーク時之栖,(053)428-5211,,フルーツパーク時之栖,浜松市フルーツパーク時之栖,浜松市北区都田町4263-1,,34.84026,137.732989,,,"先着順　当日いちご園にて先着順にて受付。

※採り頃のいちごが無くなり次第、営業時間内に終了することがあります。早めのご予約をおすすめしています。(公式HPからご予約可能)",,,申込必要,http://www.tokinosumika.com/hamamatsufp/,講座・教室,北区,2022-11-15,
16,浜松市,浜松城公園駐車場の使用について,,,2023-01-22,2024-01-14,,,,【内容】大河ドラマ館オープン期間中の土・日曜日と祝日、さくらWeeksなどの繁忙期は公園利用者も含め、浜松城公園駐車場が使用できません,,,,(053)473-1829,,,浜松城公園,浜松市中区元城町100-2,駐車場,34.71329,137.724384,,,,,,,https://www.entetsuassist-dms.com/hamamatsu-jyo/,おしらせ,中区,2022-11-15,
17,浜松市,在留資格に関する無料相談,ザイリュウシカクニカンスルムリョウソウダン,,2023-04-06,,13:00,16:00,,"【内容】在留資格手続き申請の個別相談

【対象】外国人相談者本人

【その他】ポルトガル語、英語、中国語、フィリピノ語、スペイン語、ベトナム語、インドネシア語などに対応(他の言語は応相談)",,,多文化共生センター,(053)458-2170,,,クリエート浜松,浜松市中区早馬町2-1,,34.710326,137.733836,,,4人　先着順,2023-04-03,,"申込必要

【締切】締切

【方法】窓口／電話",https://www.hi-hice.jp/ja/event-calendar/,そうだん,中区,2022-12-22,
18,浜松市,＜指定事業＞アクト・プレミアム・シリーズ2023　Vol.31　ネマニャ・ラドゥロヴィチpresentsドゥーブル・サンス,"アクト・プレミアム・シリーズ2023　Vol.31

ネマニャ・ラドゥロヴィチ プレゼンツ ドゥーブル・サンス","ACT Premium Series 2023 Vol.31

Nemanja Radulovic presents Double Sens",2023-04-25,,19:00,21:00,,"【条件】未就学児不可

【出演・演目など】出演:ネマニャ・ラドゥロヴィチ(ヴァイオリン)、

ドゥーブル・サンス(弦楽合奏＆ピアノ・チェンバロ)

曲目:ヴィヴァルディ:四季(『和声と創意の試み』作品8より)、セドラー:日本の春、リムスキー＝コルサコフ(セドラー編):《シェヘラザード》Op.35",,"S席:6,000円、A席4,500円、B席3,500円、学生席1,500円、プレミアム・パス席26,000円",公益財団法人 浜松市文化振興財団,(053)451-1114,,公益財団法人 浜松市文化振興財団,アクトシティ浜松,浜松市中区板屋町111-1,,34.705528,137.735724,,,,,,"申込必要

【方法】窓口／ホームページ",https://www.hcf.or.jp/,おんがく,中区,2022-12-22,
19,浜松市,お花見の茶会,オハナミノチャカイ,,2023-04-04,,10:00,15:00,,【内容】花の季節を愉しむ会,800,茶席一席,茶室「松韻亭」,(053)473-4310,,,浜松市茶室(松韻亭),浜松市中区鹿谷町11-4,,34.715141,137.723579,,,60人　先着順,,,"申込必要

【方法】窓口／電話((053)473-4310)／FAX((053)473-4310)／郵送(432-8014　浜松市鹿谷町11-4　茶室「松韻亭」)／ホームページ／E-mail(info@shouintei.jp)",http://www.shouintei.jp/,イベント,中区,2022-12-22,
20,浜松市,中学生硬式テニス教室,チュウガクセイコウシキテニスキョウシツ,,2023-04-03,,19:15,20:45,4月3日(月)〜(全4 回)毎週月・水曜日のいずれか、午後7時15分〜8時45分,"【対象】新中学1〜3年生

【条件】先着順",4400,,花川運動公園,(053)437-0605,,株式会社協栄　浜松支店,花川運動公園,浜松市中区西丘町724,,34.773177,137.689933,,,14人　先着順　各曜日14名,2023-03-25,17:00,"申込必要

【締切】締切

【方法】窓口／電話((053)437-0605)

電話申込の場合、1週間以内に窓口にて申込書の記入と受講料のお支払いが必要",http://hanakawa.lolipop.jp/,スポーツ,中区,2022-12-22,
21,浜松市,ジュニア硬式テニス教室,ジュニアコウシキテニスキョウシツ,,2023-04-04,,17:15,18:45,4月4日(火)〜(全4 回)毎週火・水・木曜日のいずれか、午後5時15分〜6時45分,"【対象】新小学3〜6年生

【条件】先着順",4000,,花川運動公園,(053)437-0605,,株式会社協栄　浜松支店,花川運動公園,浜松市中区西丘町724,,34.773177,137.689933,,,40人　先着順　各曜日40名,2023-03-25,17:00,"申込必要

【締切】締切

【方法】窓口／電話((053)437-0605)

電話申込の場合、1週間以内に窓口にて申込書の記入と受講料のお支払いが必要",http://hanakawa.lolipop.jp/,スポーツ,中区,2022-12-22,
22,浜松市,中学生ソフトテニス教室,チュウガクセイソフトテニスキョウシツ,,2023-04-05,,19:15,20:45,4月5日(水)〜(全8回)毎週水曜日、午後7時15分〜8時45分,"【対象】新中学1〜3年生

【条件】先着順",7200,,花川運動公園,(053)437-0605,,株式会社協栄　浜松支店,花川運動公園,浜松市中区西丘町724,,34.773177,137.689933,,,24人　先着順,2023-03-25,17:00,"申込必要

【締切】締切

【方法】電話((053)437-0605)

1週間以内に窓口にて申込書の記入と受講料のお支払いが必要",http://hanakawa.lolipop.jp/,スポーツ,中区,2022-12-22,
23,浜松市,ジュニアソフトテニス教室,ジュニアソフトテニスキョウシツ,,2023-04-05,,17:15,18:45,4月5日(水)〜(全4 回)毎週水・木曜日のいずれか、午後5時15分〜6時45分,"【対象】新小学3〜6年生

【条件】先着順",3200,,花川運動公園,(053)437-0605,,株式会社協栄　浜松支店,花川運動公園,浜松市中区西丘町724,,34.773177,137.689933,,,24人　先着順　各曜日24名,2023-03-25,17:00,"申込必要

【締切】締切

【方法】窓口／電話((053)437-0605)

電話申込の場合、1週間以内に窓口にて申込書の記入と受講料のお支払いが必要",http://hanakawa.lolipop.jp/,スポーツ,中区,2022-12-22,
24,浜松市,飛込,トビコミ,,2023-04-01,,9:00,11:00,4/1〜4/9(土日)全4回,"【内容】飛込練習、水泳練習、陸上トレーニング

【対象】年少児〜小学生",5000,,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,古橋廣之進記念浜松市総合水泳場 ToBiO,浜松市西区篠原町23982番地の1,,34.675306,137.670686,,あり,20人　先着順,,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,西区,2022-12-22,
25,浜松市,卓球(可美),タッキュウ(カミ),,2023-04-05,,18:40,20:30,4/5〜6/14(水)全10回,"【内容】基礎練習、ゲーム形式

【対象】小学生、一般成人",5600,一般成人8700円,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,可美公園総合センター,浜松市南区増楽町920-1,,34.68711,137.694493,,あり,20人　先着順,,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,南区,2022-12-22,
26,浜松市,バドミントン(高台),バドミントン(タカダイ),,2023-04-07,,19:00,21:00,4/7〜6/2(金)全8回,"【内容】基礎的なストローク、ショット、ゲーム等

【対象】中学生以上

【条件】初心者〜3年程度",8000,,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,高台協働センター,浜松市中区和合町58-30,,34.735282,137.719159,,あり,30人　先着順,,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,中区,2022-12-22,
27,浜松市,弓道・朝コース,キュウドウ・アサコース,,2023-04-06,,10:00,12:00,4/6〜6/29(火木)全24回,"【内容】基本から的に向かって矢を放てるようになるまで、基本と昇段に向けての練習

【対象】一般成人",8000,,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,可美公園総合センター,浜松市南区増楽町920-1,,34.68711,137.694493,,あり,30人　先着順　受付機期間終了後、抽選,,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,南区,2022-12-22,
28,浜松市,弓道・夜コース,キュウドウ・ヨルコース,,2023-04-06,,18:30,20:30,4/6〜6/29(火木)全24回,"【内容】基本から的に向かって矢を放てるようになるまで、基本と昇段に向けての練習

【対象】中学生以上",8000,,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,可美公園総合センター,浜松市南区増楽町920-1,,34.68711,137.694493,,あり,30人　先着順　受付機期間終了後、抽選,,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,南区,2022-12-22,
29,浜松市,親子ボクシング,オヤコボクシング,,2023-04-01,,9:00,10:00,4/1〜4/22(土)全4回,"【内容】ランニング、体操、なわとび、ボクシングの基本、シャドーボクシング等

【対象】年長児〜高校生までに親子

【条件】個人での参加も可",4650,個人:2800,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,アマチュアボクシングジムリード,浜松市東区有玉北町2170,,34.76115,137.750241,,あり,20人　先着順,,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,東区,2022-12-22,
30,浜松市,ボート,ボート,,2023-04-16,,8:30,10:30,4/16〜1/7(日)全12回,"【内容】練習用のオデッセイ艇、クォドルプル、ダブルスカルなど経験と技量によって乗艇するレベルがアップ

【対象】小学4年生以上",6000,高校生以上12000円,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,佐鳴湖漕艇場,浜松市西区入野町20001,,34.706574,137.6816312,,あり,20人　先着順,,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,西区,2022-12-22,
31,浜松市,乗馬(小学生),ジョウバ(ショウガクセイ),,2023-04-01,,8:00,9:30,(土曜 全2回),"【内容】乗馬、下馬、馬の高さや振れに慣れる、発進、停止、誘導の仕方など

【対象】小学生",4000,,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,HAS浜松乗馬クラブ,浜松市北区三方原町2691,,34.789174,137.696846,,あり,20人　先着順,,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,北区,2022-12-22,
32,浜松市,乗馬(一般),ジョウバ(イッパン),,2023-04-06,,9:30,11:00,(木曜 全2回),"【内容】乗馬、下馬、馬の高さや振れに慣れる、発進、停止、誘導の仕方など

【対象】40〜70歳",4000,,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,HAS浜松乗馬クラブ,浜松市北区三方原町2691,,34.789174,137.696846,,あり,20人　先着順,,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,北区,2022-12-22,
33,浜松市,ボウリング,ボウリング,,2023-04-09,,10:00,12:00,4/9〜7/23(土)全8回,"【内容】ボウリングのエチケット、マナー、基礎

【対象】小学5年生以上",5000,,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,毎日ボウル芳川,浜松市南区四本松町460-11,,34.685657,137.766767,,あり,20人　先着順,,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,南区,2022-12-22,
34,浜松市,空手道,カラテドウ,,2023-04-01,,18:00,19:30,4/1〜5/27(土)全8回,"【内容】あいさつ、礼儀、空手道の説明、基本技等

【対象】5歳以上",2000,高校生以上3000円,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,浜松市武道館,浜松市中区西浅田二丁目3-1,,34.695976,137.725242,,あり,20人　先着順,,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,中区,2022-12-22,
35,浜松市,少林寺拳法(上西),ショウリンジケンポウ(カミニシ),,2023-04-04,,19:00,21:00,4/4〜4/27(火木)全8回,"【内容】準備運動、ストレッチ、基本練習、技など

【対象】年少児以上",3000,,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,浜松蒲道院,浜松市東区上西町37-1,,34.720027,137.752311,,あり,20人　先着順,,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,東区,2022-12-22,
36,浜松市,相撲,スモウ,,2023-04-01,,13:30,16:00,4/1〜4/29(土)全5回,"【内容】ランニング、準備体操、しこ、腰割り、すり足、押し、実践練習、ぶつかり稽古他

【対象】3歳〜高校生",2000,中学生2500円、高校生3000円,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,遠州灘海浜公園(自由広場),浜松市南区中田島町1674,,34.663588,137.734158,,あり,20人　先着順,,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,南区,2022-12-22,
37,浜松市,合気道,アイキドウ,,2023-04-03,,19:00,21:00,4/3〜4/24(月)全4回,"【内容】真向法体操うや護身術

【対象】小学生以上",3000,,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,浜松市引佐総合体育館,浜松市北区引佐町横尾500,,34.835856,137.662296,,あり,20人　先着順,,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,北区,2022-12-22,
38,浜松市,社交ダンス土曜,シャコウダンスドヨウ,,2023-04-01,,19:00,21:00,4/1〜9/16(土)全18回,"【内容】初歩的なステップ、きれいな姿勢、ルンバ・チャチャチャ・ワルツ・タンゴの入門

【対象】一般成人",13000,,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,浜松アリーナ,浜松市東区和田町808-1,,34.718016,137.766559,,あり,20人　先着順,2023-03-19,21:00,"申込必要

【方法】窓口／電話((053)461-1111)",https://hamamatsu-sports.or.jp/,スポーツ,東区,2022-12-22,
39,浜松市,社交ダンスシニア,シャコウダンスシニア,,2023-04-06,,10:00,12:00,4/6〜9/28(木)全18回,"【内容】初級ステップ、ルンバ・チャチャチャ・ワルツ・タンゴ等

【対象】一般成人",13000,,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,浜松アリーナ,浜松市東区和田町808-1,,34.718016,137.766559,,あり,20人　先着順,2023-03-19,21:00,"申込必要

【方法】窓口／電話((053)461-1111)",https://hamamatsu-sports.or.jp/,スポーツ,東区,2022-12-22,
40,浜松市,社交ダンス可美,シャコウダンスカミ,,2023-04-02,,18:00,20:00,4/2〜6/25(日)全10回,"【内容】初歩的なステップ、きれいな姿勢、ルンバ・チャチャチャ・ワルツ・タンゴの入門

【対象】一般成人",6500,,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,可美協働センター,浜松市南区増楽町1723-1,,34.694758,137.692143,,あり,20人　先着順,2023-03-19,21:00,"申込必要

【方法】窓口／電話((053)461-1111)",https://hamamatsu-sports.or.jp/,スポーツ,南区,2022-12-22,
41,浜松市,入門・初級太極拳,ニュモンショキュウタイキョクケン,,2023-04-01,,13:30,14:55,4/1〜6/17(土)全6回,"【内容】基礎動作、入門太極拳〜初級太極拳

【対象】5歳以上",5000,,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,浜松アリーナ,浜松市東区和田町808-1,,34.718016,137.766559,,あり,25人　先着順,2023-03-19,21:00,"申込必要

【方法】窓口／電話((053)461-1111)",https://hamamatsu-sports.or.jp/,スポーツ,東区,2022-12-22,
42,浜松市,初心者入門初級太極拳,ショシンシャニュウモンショキュウタイキョクケン,,2023-04-02,,14:00,15:25,4/2〜7/16(日)全6回,"【内容】入門、初級、24式太極拳、動作の正確性、呼吸の重要性等

【対象】5歳以上",5000,,浜松市スポーツ協会,(053)411-8686,,浜松市スポーツ協会,浜松アリーナ,浜松市東区和田町808-1,,34.718016,137.766559,,あり,25人　先着順,2023-03-19,21:00,"申込必要

【方法】窓口／電話((053)461-1111)",https://hamamatsu-sports.or.jp/,スポーツ,東区,2022-12-22,
43,浜松市,介護予防,カイゴヨボウ,,2023-04-02,,10:00,12:00,,"【内容】機能維持を目的としたストレッチタイム、ロコトレ運動、コグニサイズ他

【対象】65歳以上

【条件】自力で会場まで来られる方",300,,浜松市スポーツ協会,(053)411-8686,,浜松市レクリエーション協会,浜名協働センター,浜松市浜北区小松2789,,34.78502,137.773414,,あり,25人　先着順,2023-03-19,21:00,"申込必要

【方法】窓口／電話((053)461-1111)",https://hamamatsu-sports.or.jp/,スポーツ,浜北区,2022-12-22,
44,浜松市,親子de123(よちよちクラス),オヤコデ123(ヨチヨチクラス),,2023-04-04,,10:00,10:40,4/4〜5/30　全9回,"【内容】ボールやフープ、滑り台に平均台、鉄棒等、いろいろな遊具を使った親子遊び

【対象】1歳半〜2歳半",6450,親子で6450円,浜松アリーナ,(053)461-1111,,,浜松アリーナ,浜松市東区和田町808-1,,34.718016,137.766559,,あり(1回200円),30人　先着順　親子で30組,2023-03-15,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,東区,2022-12-22,
45,浜松市,親子de123(てくてくクラス),オヤコデ123(テクテククラス),,2023-04-04,,11:00,11:40,4/4〜5/30　全9回,"【内容】ボールやフープ、滑り台に平均台、鉄棒等、いろいろな遊具を使った親子遊び

【対象】2歳2ヶ月〜3歳4ヵ月",6450,親子で6450円,浜松アリーナ,(053)461-1111,,,浜松アリーナ,浜松市東区和田町808-1,,34.718016,137.766559,,あり(1回200円),30人　先着順　親子で30組,2023-03-15,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,東区,2022-12-22,
46,浜松市,トランポリン☆体操(小学1〜3年生),トランポリン☆タイソウ(ショウガク1〜3ネンセイ),,2023-04-14,,16:15,17:15,4/14〜5/26(金)全6回,"【内容】トランポリン、器械体操(マット・跳び箱等)、コーディネーション(運動能力・神経機能向上のトレーニング)

【対象】小学1〜3年生",6450,,浜松アリーナ,(053)461-1111,,,浜松アリーナ,浜松市東区和田町808-1,,34.718016,137.766559,,あり(1回200円),28人　先着順,2023-03-15,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,東区,2022-12-22,2023-01-23
47,浜松市,トランポリン☆体操(小学3〜6年生),トランポリン☆タイソウ(ショウガク3〜6ネンセイ),,2023-04-14,,17:15,18:15,4/14〜5/26(金)全6回,"【内容】トランポリン、器械体操(マット・跳び箱等)、コーディネーション(運動能力・神経機能向上のトレーニング)

【対象】小学3〜6年生",6450,,浜松アリーナ,(053)461-1111,,,浜松アリーナ,浜松市東区和田町808-1,,34.718016,137.766559,,あり(1回200円),28人　先着順,2023-03-15,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,東区,2022-12-22,2023-01-23
48,浜松市,バドミントン(小学1〜4年生),バドミントン(ショウガク1〜4ネン),,2023-04-14,,17:20,18:20,4/14〜5/26(金)全6回,"【内容】初心者向けのバドミントンの指導

【対象】小学1〜4年生",5700,,浜松アリーナ,(053)461-1111,,,浜松アリーナ,浜松市東区和田町808-1,,34.718016,137.766559,,あり(1回200円),15人　先着順,2023-03-16,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,東区,2022-12-22,2023-01-23
49,浜松市,バドミントン(小学3〜6年生),バドミントン(ショウガク3〜6ネン),,2023-04-14,,18:30,19:30,4/14〜5/26(金)全6回,"【内容】初心者向けのバドミントンの指導

【対象】小学3〜6年生",5700,,浜松アリーナ,(053)461-1111,,,浜松アリーナ,浜松市東区和田町808-1,,34.718016,137.766559,,あり(1回200円),15人　先着順,2023-03-16,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,東区,2022-12-22,2023-01-23
50,浜松市,バドミントン(一般),バドミントン(イッパン),,2023-04-14,,19:30,21:00,4/14〜5/19(金)全5回,"【内容】初心者向けのバドミントンの指導

【対象】18歳以上",4800,,浜松アリーナ,(053)461-1111,,,浜松アリーナ,浜松市東区和田町808-1,,34.718016,137.766559,,あり(1回200円),24人　先着順,2023-03-16,,"申込必要

【方法】ホームページ",https://hamamatsu-sports.or.jp/,スポーツ,東区,2022-12-22,2023-01-23
